month,cadastre_raw_level,cadastre_smooth_level,cadastre_raw_abs_change,cadastre_raw_pct_change,cadastre_smooth_abs_change,cadastre_smooth_pct_change
2023-07-01,425481.8181818182,421042.42424242425,4618.1818181818235,0.010973107247002956,4136.363636363647,0.00992157233298685
2023-08-01,427977.2727272727,424774.24242424243,2495.4545454545296,0.005865008653291426,3731.8181818181765,0.008863283049286075
2023-09-01,434190.9090909091,429216.6666666667,6213.636363636411,0.014518612925495278,4442.424242424255,0.010458318322388749
2023-10-01,445904.54545454547,436024.24242424243,11713.636363636353,0.026978078348443235,6807.575757575745,0.015860464623715487
2023-11-01,450081.8181818182,443392.42424242425,4177.272727272706,0.009368087340339892,7368.1818181818235,0.016898559991104234
2023-12-01,453418.1818181818,449801.51515151514,3336.363636363647,0.0074127936334809075,6409.090909090883,0.014454669404966536
2024-01-01,455672.7272727273,453057.57575757575,2254.5454545454704,0.0049723313818270665,3256.060606060608,0.007238883143743546
2024-02-01,458131.8181818182,455740.9090909091,2459.0909090908826,0.005396616391349474,2683.333333333372,0.0059227203713489995
2024-03-01,458227.2727272727,457343.9393939394,95.45454545452958,2.0835607060298855e-4,1603.0303030302748,0.00351741586294696
2024-04-01,458186.36363636365,458181.8181818182,-40.90909090905916,-8.92768574545233e-5,837.8787878787844,0.0018320539876162112
2024-05-01,458804.54545454547,458406.0606060606,618.1818181818235,0.001349192964355428,224.2424242424313,4.894179894179285e-4
2024-06-01,459722.7272727273,458904.54545454547,918.1818181818235,0.0020012483033970963,498.4848484848626,0.0010874307547894535
2024-07-01,461568.1818181818,460031.8181818182,1845.4545454545296,0.0040142773806346455,1127.272727272706,0.002456442714369178
2024-08-01,463113.63636363635,461468.1818181818,1545.4545454545296,0.003348269240238233,1436.363636363647,0.0031223136739553237
2024-09-01,466700,463793.9393939394,3586.363636363647,0.00774402512636807,2325.7575757575687,0.005039908854807873
2024-10-01,470790.9090909091,466868.1818181818,4090.9090909091174,0.008765607651401552,3074.2424242424313,0.00662846614222623
2024-11-01,471868.1818181818,469786.36363636365,1077.272727272706,0.002288219051113094,2918.1818181818235,0.006250547653123828
2024-12-01,471481.8181818182,471380.30303030304,-386.36363636364695,-8.187956960244991e-4,1593.9393939393922,0.0033929026411101404
2025-01-01,466481.8181818182,469943.9393939394,-5000,-0.010604862811638305,-1436.363636363647,-0.0030471439454086147
2025-02-01,464418.1818181818,467460.6060606061,-2063.636363636353,-0.004423830218463154,-2483.333333333314,-0.005284318245567632
2025-03-01,461972.7272727273,464290.9090909091,-2445.4545454545296,-0.00526563050542217,-3169.696969696961,-0.006780671844005659
2025-04-01,461390.9090909091,462593.9393939394,-581.8181818181765,-0.001259421059881527,-1696.9696969697252,-0.003654970760234022
2025-05-01,460136.36363636365,461166.6666666667,-1254.5454545454704,-0.002719051090575908,-1427.272727272706,-0.0030853684100198286
2025-06-01,460218.1818181818,460581.8181818182,81.81818181817653,1.778129013139118e-4,-584.8484848485095,-0.0012681933173440685
2025-07-01,460736.36363636365,460363.63636363635,518.1818181818235,0.0011259481668772775,-218.18181818182347,-4.73709142586487e-4
2025-08-01,460418.1818181818,460457.57575757575,-318.1818181818235,-6.90594108245679e-4,93.93939393939218,2.0405476566609515e-4
2025-09-01,464200,461784.8484848485,3781.8181818181765,0.008213876712869661,1327.2727272727643,0.0028825081769781047
